"","year","month","WaterElevation","Temp","Precipitation","Date"
"50",1995,2,677.19,57.3571428571429,1.19,Feb 1995
"51",1995,3,672.34,61.8387096774194,1.58,Mar 1995
"52",1995,4,670.99,69.75,1.07,Apr 1995
"53",1995,5,661.656666666667,78.6290322580645,5.36,May 1995
"54",1995,6,665.89,79.25,4.81,Jun 1995
"55",1995,7,662.79,84.2741935483871,0.7,Jul 1995
"56",1995,8,654.44,85.5,2.03,Aug 1995
"57",1995,9,655.556666666667,80.1,4.49,Sep 1995
"58",1995,10,658.456666666667,69.7741935483871,0.23,Oct 1995
"59",1995,11,662.473333333333,59.4833333333333,0.82,Nov 1995
"60",1995,12,663.656666666667,55.6290322580645,0.64,Dec 1995
"61",1996,1,662.466666666667,51.0483870967742,0,Jan 1996
"62",1996,2,653.515714285714,57.8793103448276,0.69,Feb 1996
"63",1996,3,653.533333333333,57.6290322580645,0.3,Mar 1996
"64",1996,4,649.75,69.45,0.89,Apr 1996
"65",1996,5,639,81.8870967741936,1.26,May 1996
"66",1996,6,632.216666666667,84.0666666666667,2.12,Jun 1996
"67",1996,7,631.466666666667,87.3225806451613,1.31,Jul 1996
"68",1996,8,632.983333333333,84.4032258064516,2.86,Aug 1996
"69",1996,9,643.516666666667,78.4333333333333,3.66,Sep 1996
"70",1996,10,643.9,71.0161290322581,0.36,Oct 1996
"71",1996,11,645.7,61.3,2.79,Nov 1996
"72",1996,12,649.783333333333,54.4838709677419,1.56,Dec 1996
"73",1997,1,650.85,49.1129032258064,0.44,Jan 1997
"74",1997,2,651.95,53.0892857142857,2.44,Feb 1997
"75",1997,3,656.616666666667,63.241935483871,2.24,Mar 1997
"76",1997,4,662.55,63.8833333333333,5.72,Apr 1997
"77",1997,5,663.166666666667,73.9516129032258,3.91,May 1997
"78",1997,6,668.883333333333,79.7666666666667,7.3,Jun 1997
"79",1997,7,671.716666666667,85.0161290322581,0,Jul 1997
"80",1997,8,663.6,86.0806451612903,0.62,Aug 1997
"81",1997,9,661.75,82.1833333333333,1.86,Sep 1997
"82",1997,10,666.733333333333,70.1612903225806,4.08,Oct 1997
"83",1997,11,668.733333333333,57.3166666666667,1.76,Nov 1997
"84",1997,12,670.55,50.2258064516129,3.55,Dec 1997
"85",1998,1,673.05,56.4193548387097,3.21,Jan 1998
"86",1998,2,675.916666666667,55.2678571428571,3.37,Feb 1998
"87",1998,3,679.266666666667,59.741935483871,2.85,Mar 1998
"88",1998,4,674.35,66.8,0.05,Apr 1998
"89",1998,5,655.816666666667,80.0645161290323,0.34,May 1998
"90",1998,6,645.616666666667,86.5,0.81,Jun 1998
"91",1998,7,645.083333333333,88.3548387096774,0.21,Jul 1998
"92",1998,8,652.833333333333,83.7741935483871,7.78,Aug 1998
"93",1998,9,662.583333333333,80.6666666666667,1.57,Sep 1998
"94",1998,10,674.166666666667,71.5161290322581,18.07,Oct 1998
"95",1998,11,688.5,62.6333333333333,3.4,Nov 1998
"96",1998,12,687.4,53,0.39,Dec 1998
"97",1999,1,684.966666666667,54.8064516129032,0.04,Jan 1999
"98",1999,2,679.116666666667,62.1071428571429,0.01,Feb 1999
"99",1999,3,678.066666666667,62.9354838709677,3.48,Mar 1999
"100",1999,4,677.833333333333,71.4333333333333,0.91,Apr 1999
"101",1999,5,673.95,76.3548387096774,2.78,May 1999
"102",1999,6,666.633333333333,82.0666666666667,3.37,Jun 1999
"103",1999,7,673.115,83.0967741935484,1.8,Jul 1999
"104",1999,8,663.45,86.4193548387097,2.11,Aug 1999
"105",1999,9,660.635,80.5666666666667,0.05,Sep 1999
"106",1999,10,659.995,69.8709677419355,1.29,Oct 1999
"107",1999,11,662.685,63.2666666666667,0.05,Nov 1999
"108",1999,12,664.115,54.2258064516129,0.52,Dec 1999
"109",2000,1,664.83,55.5483870967742,1.4,Jan 2000
"110",2000,2,663.025,62.8620689655172,2.2,Feb 2000
"111",2000,3,659.6,67.1935483870968,0.91,Mar 2000
"112",2000,4,655.02,70.9,1.22,Apr 2000
"113",2000,5,650.765,78.8064516129032,3.59,May 2000
"114",2000,6,655.395,81.2333333333333,7.61,Jun 2000
"115",2000,7,644.445,86.0967741935484,0.34,Jul 2000
"116",2000,8,639.05,86.5483870967742,0.16,Aug 2000
"117",2000,9,643.23,81.1666666666667,2.65,Sep 2000
"118",2000,10,654.69,71.258064516129,5.62,Oct 2000
"119",2000,11,673.283333333333,57.1333333333333,8.58,Nov 2000
"120",2000,12,676.575,46.6129032258064,1.57,Dec 2000
"121",2001,1,678.413333333333,49.4193548387097,2.85,Jan 2001
"122",2001,2,680.233333333333,57.7142857142857,0.7,Feb 2001
"123",2001,3,681.21,56.7741935483871,2.77,Mar 2001
"124",2001,4,680.615,71,2.29,Apr 2001
"125",2001,5,678.335,76.5161290322581,2.48,May 2001
"126",2001,6,665.913333333333,82.6666666666667,3.39,Jun 2001
"127",2001,7,661.683333333333,85.6451612903226,0.5,Jul 2001
"128",2001,8,656.78,85.7096774193548,7.83,Aug 2001
"129",2001,9,675.2975,77.0666666666667,4.05,Sep 2001
"130",2001,10,675.66,68.1290322580645,2.06,Oct 2001
"131",2001,11,677.846666666667,63.1,4.37,Nov 2001
"132",2001,12,684.433333333333,54,3.43,Dec 2001
"133",2002,1,683.05,53.9354838709677,0.37,Jan 2002
"134",2002,2,680.34,51.1071428571429,0.42,Feb 2002
"135",2002,3,676.92,60.5483870967742,1.19,Mar 2002
"136",2002,4,676.243333333333,73.4666666666667,3.82,Apr 2002
"137",2002,5,667.13,77.0645161290323,2.26,May 2002
"138",2002,6,655.903333333333,83.2,1.48,Jun 2002
"139",2002,7,687.466666666667,82.741935483871,16.92,Jul 2002
"140",2002,8,683.166666666667,85.4516129032258,0.54,Aug 2002
"141",2002,9,684.75,78.8666666666667,7.02,Sep 2002
"142",2002,10,NA,70.8709677419355,7.64,Oct 2002
"143",2002,11,NA,58.1333333333333,2.08,Nov 2002
"144",2002,12,694.761666666667,53.9677419354839,2.53,Dec 2002
"145",2003,1,693.648333333333,50,0.99,Jan 2003
"146",2003,2,692.716,53.3214285714286,2.15,Feb 2003
"147",2003,3,692.556666666667,60.7741935483871,0.77,Mar 2003
"148",2003,4,688.314,70.6333333333333,0.17,Apr 2003
"149",2003,5,677.421666666667,80.5483870967742,0.12,May 2003
"150",2003,6,678.206666666667,82,2.9,Jun 2003
"151",2003,7,682.2775,82.1935483870968,8.12,Jul 2003
"152",2003,8,678.578,83.9677419354839,1.65,Aug 2003
"153",2003,9,681.92,76.9,9.21,Sep 2003
"154",2003,10,683.083333333333,70.8387096774194,1.94,Oct 2003
"155",2003,11,681.595,63.4333333333333,0.32,Nov 2003
"156",2003,12,679.755,54.0967741935484,0.11,Dec 2003
"157",2004,1,679.705,54.7741935483871,2.31,Jan 2004
"158",2004,2,680.634,53.3448275862069,1.73,Feb 2004
"159",2004,3,681.501666666667,66.1612903225806,2.35,Mar 2004
"160",2004,4,684.718333333333,67.4333333333333,5.02,Apr 2004
"161",2004,5,686.02,76.3225806451613,1.8,May 2004
"162",2004,6,684.143333333333,81.1,9.47,Jun 2004
"163",2004,7,689.24,83.258064516129,0.61,Jul 2004
"164",2004,8,684.295,83.5806451612903,1.1,Aug 2004
"165",2004,9,684.551666666667,80.7333333333333,1.92,Sep 2004
"166",2004,10,686.972857142857,77.1290322580645,9.47,Oct 2004
"167",2004,11,696.171428571429,61.3666666666667,9.46,Nov 2004
"168",2004,12,700.935,53.3548387096774,0.08,Dec 2004
"169",2005,1,696.66,56.1290322580645,2.18,Jan 2005
"170",2005,2,697.064,56.6071428571429,2.42,Feb 2005
"171",2005,3,698.726,61.6129032258064,2,Mar 2005
"172",2005,4,694.532,68.6,0.01,Apr 2005
"173",2005,5,689.81,75.1612903225806,2.97,May 2005
"174",2005,6,684.721666666667,82.8,0.81,Jun 2005
"175",2005,7,678.738333333333,85.5483870967742,2.1,Jul 2005
"176",2005,8,679.125,85.6935483870968,1.22,Aug 2005
"177",2005,9,NA,84.2666666666667,1.39,Sep 2005
"178",2005,10,677.92,70.9193548387097,1.14,Oct 2005
"179",2005,11,NA,64.9,0.2,Nov 2005
"180",2005,12,NA,53,0.1,Dec 2005
"181",2006,1,676.91,58.241935483871,0.35,Jan 2006
"182",2006,2,673.56,55.9464285714286,0.62,Feb 2006
"183",2006,3,669.61,67.5483870967742,1.36,Mar 2006
"184",2006,4,663.94,76.7,1.4,Apr 2006
"185",2006,5,NA,78.7258064516129,3.8,May 2006
"186",2006,6,655.44,83.6,1.63,Jun 2006
"187",2006,7,NA,85.7096774193548,1.41,Jul 2006
"188",2006,8,647.675,88.3064516129032,0.03,Aug 2006
"189",2006,9,NA,79.6833333333333,4.11,Sep 2006
"190",2006,10,660.72,72.3870967741936,3.44,Oct 2006
"191",2006,11,663.815,63.8,0.75,Nov 2006
"192",2006,12,664.59,54.3548387096774,2.44,Dec 2006
"193",2007,1,669.588333333333,48.258064516129,4.33,Jan 2007
"194",2007,2,668.546,54.8392857142857,0.08,Feb 2007
"195",2007,3,668.916666666667,65.0161290322581,7.24,Mar 2007
"196",2007,4,677.391666666667,65.15,4.61,Apr 2007
"197",2007,5,678.451666666667,75.4677419354839,3.35,May 2007
"198",2007,6,679.186666666667,80.7,6.47,Jun 2007
"199",2007,7,692.258333333333,80.4032258064516,11.76,Jul 2007
"200",2007,8,698.421666666667,83.6612903225806,6.77,Aug 2007
"201",2007,9,698.491666666667,80.2333333333333,1.09,Sep 2007
"202",2007,10,693.57,73.1290322580645,0.75,Oct 2007
"203",2007,11,691.54,62.7,0.4,Nov 2007
"204",2007,12,690.578333333333,56.1451612903226,0.4,Dec 2007
"205",2008,1,688.618333333333,51.8387096774194,0.42,Jan 2008
"206",2008,2,685.616,61.6724137931034,0.2,Feb 2008
"207",2008,3,684.06,64.4838709677419,1.82,Mar 2008
"208",2008,4,680.765,70.6166666666667,0.83,Apr 2008
"209",2008,5,673.285,80.1129032258064,0.66,May 2008
"210",2008,6,660.358333333333,86.8166666666667,0.01,Jun 2008
"211",2008,7,667.92,84.0645161290323,3.86,Jul 2008
"212",2008,8,671.033333333333,84.3709677419355,4.98,Aug 2008
"213",2008,9,672.005,79.4666666666667,0.46,Sep 2008
"214",2008,10,668.266666666667,71.4193548387097,0.26,Oct 2008
"215",2008,11,667.845,63.65,0.01,Nov 2008
"216",2008,12,669.366666666667,55,0.25,Dec 2008
"217",2009,1,669.37,54.5161290322581,0.27,Jan 2009
"218",2009,2,666.232,62.8928571428571,0.65,Feb 2009
"219",2009,3,665.291666666667,65.1451612903226,2.51,Mar 2009
"220",2009,4,661.113333333333,69.8,2.05,Apr 2009
"221",2009,5,655.01,79.4838709677419,1.57,May 2009
"222",2009,6,647.52,86.3166666666667,0.45,Jun 2009
"223",2009,7,643.718333333333,88.741935483871,0.48,Jul 2009
"224",2009,8,643.95,88.3225806451613,0.45,Aug 2009
"225",2009,9,650.903333333333,78.4166666666667,6.35,Sep 2009
"226",2009,10,663.501666666667,69.9032258064516,11.9,Oct 2009
"227",2009,11,668.936666666667,60.65,2.09,Nov 2009
"228",2009,12,670.406666666667,48.2741935483871,1.92,Dec 2009
"229",2010,1,672.656666666667,49.7096774193548,4.45,Jan 2010
"230",2010,2,681.07,49.3571428571429,4.38,Feb 2010
"231",2010,3,679.755,59.3387096774194,2.09,Mar 2010
"232",2010,4,679.431666666667,68.5666666666667,3.57,Apr 2010
"233",2010,5,679.845,77.4516129032258,4.48,May 2010
"234",2010,6,676.003333333333,83.5333333333333,4.24,Jun 2010
"235",2010,7,675.066666666667,84.0322580645161,3.68,Jul 2010
"236",2010,8,668.685,87.4838709677419,0.07,Aug 2010
"237",2010,9,678.96,80.0666666666667,9.37,Sep 2010
"238",2010,10,676.83,70.241935483871,0.17,Oct 2010
"239",2010,11,674.658333333333,62.05,0.26,Nov 2010
"240",2010,12,671.968333333333,53.8225806451613,0.63,Dec 2010
"241",2011,1,673.19,50.5,2.66,Jan 2011
"242",2011,2,671.374,55.4464285714286,0.49,Feb 2011
"243",2011,3,665.603333333333,66.8387096774194,0.01,Mar 2011
"244",2011,4,658.643333333333,75.6666666666667,0.03,Apr 2011
"245",2011,5,652.846666666667,78.6451612903226,0.84,May 2011
"246",2011,6,643.398333333333,86.2166666666667,1.58,Jun 2011
"247",2011,7,643.808333333333,87.8548387096774,0.96,Jul 2011
"248",2011,8,641.811666666667,89.9838709677419,0.15,Aug 2011
"249",2011,9,643.528333333333,82.8666666666667,2.93,Sep 2011
"250",2011,10,649.673333333333,71,3.28,Oct 2011
"251",2011,11,648.281666666667,62.8833333333333,1.81,Nov 2011
"252",2011,12,652.46,53.8387096774194,2.84,Dec 2011
"253",2012,1,653.865,56.1774193548387,3.99,Jan 2012
"254",2012,2,662.564,57.4310344827586,5.63,Feb 2012
"255",2012,3,664.276666666667,66.3709677419355,3.24,Mar 2012
"256",2012,4,656.901666666667,73.85,0.04,Apr 2012
"257",2012,5,656.015,78.0967741935484,9.84,May 2012
"258",2012,6,646.153333333333,84.7666666666667,0.11,Jun 2012
"259",2012,7,645.835,85.3548387096774,3.79,Jul 2012
"260",2012,8,641.025,87.241935483871,2.41,Aug 2012
"261",2012,9,644.563333333333,79.5833333333333,7.31,Sep 2012
"262",2012,10,648.578333333333,70.741935483871,2.4,Oct 2012
"263",2012,11,648.553333333333,63.2333333333333,0.27,Nov 2012
"264",2012,12,651.031666666667,57.0806451612903,0.37,Dec 2012
"265",2013,1,654.488333333333,53.9032258064516,2.83,Jan 2013
"266",2013,2,653.004,59.0178571428571,0.1,Feb 2013
"267",2013,3,648.168333333333,62.7258064516129,0.95,Mar 2013
"268",2013,4,647.573333333333,67.0333333333333,2.77,Apr 2013
"269",2013,5,649.551666666667,74.9354838709677,13.19,May 2013
"270",2013,6,651.25,82.9666666666667,2.02,Jun 2013
"271",2013,7,640.83,84.8064516129032,0.73,Jul 2013
"272",2013,8,634.273333333333,87.2258064516129,0.85,Aug 2013
"273",2013,9,635.03,82.1666666666667,3.7,Sep 2013
"274",2013,10,638.398333333333,73.2903225806452,2.81,Oct 2013
"275",2013,11,641.336666666667,59.5666666666667,1.5,Nov 2013
"276",2013,12,639.891666666667,51.741935483871,0.55,Dec 2013
"277",2014,1,643.083333333333,51.258064516129,0.23,Jan 2014
"278",2014,2,642.615,56.0357142857143,0.42,Feb 2014
"279",2014,3,642.123333333333,60.0967741935484,1.06,Mar 2014
"280",2014,4,638.223333333333,70.4666666666667,0.68,Apr 2014
"281",2014,5,636.723333333333,74.8709677419355,4.97,May 2014
"282",2014,6,639.81,82.2,5.38,Jun 2014
"283",2014,7,635.223333333333,83.8709677419355,3.25,Jul 2014
"284",2014,8,628.406666666667,86.7741935483871,0.08,Aug 2014
"285",2014,9,629.14,80.5,1.77,Sep 2014
"286",2014,10,630.323333333333,75.5806451612903,1.91,Oct 2014
"287",2014,11,637.49,57.5666666666667,7.21,Nov 2014
"288",2014,12,635.023333333333,56.4193548387097,1.24,Dec 2014
"289",2015,1,640.65125,48.8064516129032,3.67,Jan 2015
"290",2015,2,644.97125,53.3103448275862,0.53,Feb 2015
"291",2015,3,646.1975,60.7096774193548,2.97,Mar 2015
"292",2015,4,648.051111111111,70.8709677419355,7.54,Apr 2015
"293",2015,5,655.043333333333,75.6451612903226,8.57,May 2015
"294",2015,6,667.5525,80.8333333333333,6.42,Jun 2015
"295",2015,7,663.167777777778,84.375,0.07,Jul 2015
"296",2015,8,648.5475,86.0967741935484,0.29,Aug 2015
"297",2015,9,646.27,81.9,2.32,Sep 2015
"298",2015,10,646.53375,75.4193548387097,7.78,Oct 2015
"299",2015,11,661.756666666667,63.1612903225806,2.58,Nov 2015
"300",2015,12,666.166666666667,57.6451612903226,1.48,Dec 2015
"301",2016,1,667.218,51.2903225806452,1.38,Jan 2016
"302",2016,2,663.621666666667,58.6551724137931,1.55,Feb 2016
"303",2016,3,665.311428571429,65.5483870967742,3.56,Mar 2016
"304",2016,4,665.4675,69.5666666666667,6.19,Apr 2016
"305",2016,5,674.28625,74.40625,9.14,May 2016
"306",2016,6,680.66625,80.7666666666667,2.39,Jun 2016
"307",2016,7,667.80875,85.2258064516129,0.33,Jul 2016
"308",2016,8,668.941428571429,82.5483870967742,4.91,Aug 2016
"309",2016,9,675.61375,80.6333333333333,6.3,Sep 2016
"310",2016,10,675.94,73.7096774193548,0.16,Oct 2016
"311",2016,11,679.087142857143,66.1333333333333,1.79,Nov 2016
"312",2016,12,685.30875,55.5806451612903,6.22,Dec 2016
"313",2017,1,684.694285714286,56.9354838709677,2.72,Jan 2017
"314",2017,2,684.846666666667,63.6785714285714,3.61,Feb 2017
"315",2017,3,685.161111111111,66.9375,2.09,Mar 2017
"316",2017,4,680.431428571429,71,2.89,Apr 2017
"317",2017,5,672.16,75.28125,1.76,May 2017
"318",2017,6,668.759,82.0967741935484,0.4,Jun 2017
"319",2017,7,657.13125,86.1935483870968,0.16,Jul 2017
"320",2017,8,660.88875,83.4838709677419,5.87,Aug 2017
"321",2017,9,660.09,78.5666666666667,2.8,Sep 2017
"322",2017,10,663.688888888889,70.21875,0.46,Oct 2017
"323",2017,11,662.485714285714,65.8333333333333,0.53,Nov 2017
"324",2017,12,664.674285714286,53.0625,4.04,Dec 2017
"325",2018,1,664.447142857143,48.5483870967742,0.28,Jan 2018
"326",2018,2,664.751428571429,57.5,1.91,Feb 2018
"327",2018,3,664.69,66.2903225806452,4.02,Mar 2018
"328",2018,4,664.8325,67.3666666666667,0.36,Apr 2018
"329",2018,5,659.21375,79.1612903225806,0.97,May 2018
"330",2018,6,646.86375,84.5483870967742,0.71,Jun 2018
"331",2018,7,648.832222222222,84.9032258064516,4.87,Jul 2018
"332",2018,8,643.6125,85.0645161290323,0.62,Aug 2018
"333",2018,9,664.52,78.1666666666667,16.86,Sep 2018
"334",2018,10,679.294285714286,68.8709677419355,6.47,Oct 2018
"335",2018,11,684.91,56.3666666666667,1.78,Nov 2018
"336",2018,12,685.67625,53.7096774193548,2.35,Dec 2018
"337",2019,1,686.74875,51.9354838709677,1.63,Jan 2019
"338",2019,2,685.043333333333,56.8571428571429,0.47,Feb 2019
"339",2019,3,682.99,60.4516129032258,0.46,Mar 2019
"340",2019,4,680.285714285714,68.3225806451613,3.47,Apr 2019
"341",2019,5,682.59375,76.125,3.3,May 2019
"342",2019,6,680.8325,80.8333333333333,5.51,Jun 2019
"343",2019,7,678.591111111111,83.9393939393939,0.14,Jul 2019
"344",2019,8,667.31,87.1612903225806,0.31,Aug 2019
"345",2019,9,665.75875,84.2333333333333,1.45,Sep 2019
"346",2019,10,668.493,71.34375,4.02,Oct 2019
"347",2019,11,673.51625,58.1,0.74,Nov 2019
"348",2019,12,672.155,54.9354838709677,0.52,Dec 2019
"349",2020,1,672.066666666667,57.8387096774194,1.87,Jan 2020
"350",2020,2,673.12,55.4137931034483,1.07,Feb 2020
"351",2020,3,671.633333333333,68.3548387096774,1.52,Mar 2020
"352",2020,4,671.2,69.6666666666667,2.89,Apr 2020
"353",2020,5,665.05,77.7741935483871,5.83,May 2020
"354",2020,6,664.716666666667,82.0666666666667,0.86,Jun 2020
"355",2020,7,656.533333333333,86.8387096774194,0.16,Jul 2020
"356",2020,8,656.516666666667,86.9032258064516,0.9,Aug 2020
"357",2020,9,662.266666666667,78.0666666666667,3.09,Sep 2020
"358",2020,10,660.1,71.741935483871,0.23,Oct 2020
"359",2020,11,659.483333333333,65.6,1.47,Nov 2020
"360",2020,12,662.033333333333,54.1290322580645,0.81,Dec 2020
