Disclaimer
"""GWDB DISCLAIMER:  Except where noted, all of the information provided in the Texas Water Development Board (TWDB) Groundwater Database (https://www.twdb.texas.gov/groundwater/data/gwdbrpt.asp) is believed to be accurate and reliable; however, the TWDB assumes no responsibility for any errors appearing in rules or otherwise. Further, TWDB assumes no responsibility for the use of the information provided. PLEASE NOTE that users of these data are responsible for checking the accuracy, completeness, currency and/or suitability of all information themselves. TWDB makes no guarantees or warranties as to the accuracy, completeness, currency, or suitability of the information provided via the Groundwater Database (GWDB). TWDB specifically disclaims any and all liability for any claims or damages that may result from providing GWDB data or the information it contains. For additional information or answers to questions concerning the TWDB GWDB, contact the Groundwater Data Team at GroundwaterData@twdb.texas.gov."""

StateWellNumber,LatitudeDD,LongitudeDD,County,AquiferCode,Owner,WellTypeCode,DrillingEndDate,WellDepth,CasingId,Diameter,TopDepth,BottomDepth,LandSurfaceElevation,WaterLevelsAvailable,WaterQualityAvailable,Pump,WellUse,Remarks
5849812,30.152501,-97.942778,Hays,218CCRK,Kelly Guillory,W,7/20/2015,880,11,5,740,840,1000,Yes,Yes,Submersible,Domestic,"Well Report Tracking Number: 401722. Shale packers @ 650,655, and 658 ft Est. yield: 30-50 GPM pump set @ 520 ft."
5849814,30.1334167,-97.9335583,Hays,,Joey Schonefeld,W,2/17/2022,855,10,10,0,18,1010,No,No,Submersible,Domestic,Well Report Tracking Number: 598382. Owner Well Number: Daughter's Well. 
5849814,30.1334167,-97.9335583,Hays,,Joey Schonefeld,W,2/17/2022,855,10,4.5,2,755,1010,No,No,Submersible,Domestic,Well Report Tracking Number: 598382. Owner Well Number: Daughter's Well. 
5849814,30.1334167,-97.9335583,Hays,,Joey Schonefeld,W,2/17/2022,855,12,4.5,755,855,1010,No,No,Submersible,Domestic,Well Report Tracking Number: 598382. Owner Well Number: Daughter's Well. 
5849901,30.138611,-97.8825,Hays,218EBFZA,P Brewington,W,5/29/1972,400,,,,,790,Yes,No,Submersible,Domestic,
5849902,30.155001,-97.907778,Hays,218EBFZA,Bliss Spillar ,W,,,,,,,865,Yes,No,Piston,Stock,
5849903,30.146945,-97.915001,Hays,218EBFZA,Bliss Spillar ,W,,200,,,,,888,No,Yes,Centrifugal Pump,Stock,
5849904,30.133611,-97.878055,Hays,218EBFZA,Jack Sprott ,W,4/0/1980,380,,,,,730,Yes,No,,Domestic,
5849905,30.1436667,-97.8915,Hays,,Butch & Diane Hayes,W,7/16/2020,450,10,4.5,-2,398,751,No,No,Submersible,Domestic,Well Report Tracking Number: 550069. 
5849905,30.1436667,-97.8915,Hays,,Butch & Diane Hayes,W,7/16/2020,450,11,4.5,398,418,751,No,No,Submersible,Domestic,Well Report Tracking Number: 550069. 
5849910,30.133055,-97.889722,Hays,218EDRDA,Chaparral Water Co.  Well #1 ,W,6/7/1974,750,10,6,0,220,831,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050029A. Well #1. Plugged back from 910 ft.
5849910,30.133055,-97.889722,Hays,218EDRDA,Chaparral Water Co.  Well #1 ,W,6/7/1974,750,101,6,220,750,831,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050029A. Well #1. Plugged back from 910 ft.
5849911,30.133055,-97.889722,Hays,218EDRDA,Chaparral Water Co.  Well #2 ,W,3/10/1975,440,10,6,0,220,834,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050029B. Well #2.
5849911,30.133055,-97.889722,Hays,218EDRDA,Chaparral Water Co.  Well #2 ,W,3/10/1975,440,101,6,220,440,834,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050029B. Well #2.
5849915,30.1377778,-97.8925,Hays,218EDRDA,Chaparral Water Co.  Well #4,W,0/0/1977,400,10,6,0,200,789,No,Yes,Submersible,Public Supply,TCEQ Source ID: G1050029F. Well #4.
5849916,30.138611,-97.885,Hays,218EDRDA,Chaparral Water Co.  Well #10,W,7/16/1987,420,10,9,0,220,790,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050029J. Well #10.
5849916,30.138611,-97.885,Hays,218EDRDA,Chaparral Water Co.  Well #10,W,7/16/1987,420,10,5,0,220,790,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050029J. Well #10.
5849916,30.138611,-97.885,Hays,218EDRDA,Chaparral Water Co.  Well #10,W,7/16/1987,420,11,5,220,420,790,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050029J. Well #10.
5849917,30.138889,-97.885,Hays,218EDRDA,Chaparral Water Co.  Well #11,W,7/18/1986,420,10,8,0,220,787,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050029K. Well #11.
5849917,30.138889,-97.885,Hays,218EDRDA,Chaparral Water Co.  Well #11,W,7/18/1986,420,10,5,0,220,787,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050029K. Well #11.
5849917,30.138889,-97.885,Hays,218EDRDA,Chaparral Water Co.  Well #11,W,7/18/1986,420,11,5,220,420,787,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050029K. Well #11.
5849918,30.138889,-97.885278,Hays,218EDRDA,Chaparral Water Co.  Well #3 ,W,0/0/1979,500,10,7,0,200,765,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050029I. Well #3.
5849918,30.138889,-97.885278,Hays,218EDRDA,Chaparral Water Co.  Well #3 ,W,0/0/1979,500,101,,200,500,765,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050029I. Well #3.
5849919,30.138056,-97.892778,Hays,218EDRDA,Chaparral Water Co.  Well #8 ,W,7/14/1986,420,10,8,0,200,760,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050029G. Well #8.
5849919,30.138056,-97.892778,Hays,218EDRDA,Chaparral Water Co.  Well #8 ,W,7/14/1986,420,10,5,0,200,760,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050029G. Well #8.
5849919,30.138056,-97.892778,Hays,218EDRDA,Chaparral Water Co.  Well #8 ,W,7/14/1986,420,11,,200,420,760,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050029G. Well #8.
5849920,30.137778,-97.892778,Hays,218EDRDA,Chaparral Water Co.  Well #9 ,W,7/15/1986,420,10,8,0,240,763,No,No,Submersible,Public Supply,TCEQ Source ID: G1050029H. Well #9.
5849920,30.137778,-97.892778,Hays,218EDRDA,Chaparral Water Co.  Well #9 ,W,7/15/1986,420,10,5,0,240,763,No,No,Submersible,Public Supply,TCEQ Source ID: G1050029H. Well #9.
5849920,30.137778,-97.892778,Hays,218EDRDA,Chaparral Water Co.  Well #9 ,W,7/15/1986,420,11,,240,420,763,No,No,Submersible,Public Supply,TCEQ Source ID: G1050029H. Well #9.
5849921,30.142778,-97.880833,Hays,218EDRDA,Copper Hills Water System Well #1,W,5/10/1984,420,10,8,0,200,752,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050082A. Well #1.
5849921,30.142778,-97.880833,Hays,218EDRDA,Copper Hills Water System Well #1,W,5/10/1984,420,101,8,200,420,752,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050082A. Well #1.
5849922,30.1425,-97.880555,Hays,218EDRDA,Copper Hills Water System Well #2,W,5/15/1984,420,10,8,0,200,752,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050082B. Well #2.
5849922,30.1425,-97.880555,Hays,218EDRDA,Copper Hills Water System Well #2,W,5/15/1984,420,101,8,200,420,752,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050082B. Well #2.
5849923,30.1425,-97.881111,Hays,218EDRDA,Copper Hills Water System Well #3,W,9/25/1984,420,10,8,0,200,752,Yes,Yes,Submersible,Public Supply,Owner Well Number: 3 - COPPERLEAF. TCEQ Source ID: G1050082C. Well #3.
5849923,30.1425,-97.881111,Hays,218EDRDA,Copper Hills Water System Well #3,W,9/25/1984,420,101,8,200,420,752,Yes,Yes,Submersible,Public Supply,Owner Well Number: 3 - COPPERLEAF. TCEQ Source ID: G1050082C. Well #3.
5849924,30.1425,-97.880833,Hays,218EDRDA,Copper Hills Water System Well #4,W,9/30/1984,420,10,8,0,200,752,Yes,Yes,Submersible,Public Supply,Owner Well Number: 4. TCEQ Source ID: G1050082D. Well #4.
5849924,30.1425,-97.880833,Hays,218EDRDA,Copper Hills Water System Well #4,W,9/30/1984,420,101,8,200,420,752,Yes,Yes,Submersible,Public Supply,Owner Well Number: 4. TCEQ Source ID: G1050082D. Well #4.
5849925,30.1258333,-97.9038889,Hays,218EDDT,City of Austin,W,6/17/1985,1000,10,11,0,200,789,Yes,No,Submersible,Industrial,GCD Well Number: Borheim Trinity. Barton Springs Edwards Aquifer CD recorder well.
5849925,30.1258333,-97.9038889,Hays,218EDDT,City of Austin,W,6/17/1985,1000,101,10,200,1000,789,Yes,No,Submersible,Industrial,GCD Well Number: Borheim Trinity. Barton Springs Edwards Aquifer CD recorder well.
5849926,30.125278,-97.905278,Hays,218EDRDA,City of Austin Borheim EdwardsTrinity,W,6/1/1985,609,,,,,804,Yes,No,Submersible,Industrial,Reported yield 280 GPM with 399 feet drawdown after pumping 72 hours in 1985. Cemented from 0 to 200 feet. Specific capacity 0.7. Barton Springs Edwards Aquifer CD observation well.
5849927,30.145278,-97.879722,Hays,218EDRDA,Southwest Territory  Well #1 ,W,6/6/1978,500,,,,,735,No,Yes,Submersible,Public Supply,TCEQ Source ID: G1050058A. 
5849929,30.145278,-97.879722,Hays,218EDRDA,Southwest Territory  Well #3 ,W,,350,,,,,735,No,No,Submersible,Public Supply,TCEQ Source ID: G1050058C. 
5849930,30.161667,-97.906389,Hays,218EBFZA,Bliss Sillar,W,,,,,,,835,No,Yes,Submersible,Domestic,
5849931,30.145,-97.88,Hays,218EDRDA,Southwest Territory  Well #4 ,W,4/11/1990,400,10,5,2,300,735,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050058D. Owner's well #4. Estimated yield 15 GPM in 1990. Cemented from 0 to 200 feet.
5849931,30.145,-97.88,Hays,218EDRDA,Southwest Territory  Well #4 ,W,4/11/1990,400,11,5,300,400,735,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050058D. Owner's well #4. Estimated yield 15 GPM in 1990. Cemented from 0 to 200 feet.
5849932,30.145,-97.88,Hays,218EDRDA,Southwest Territory  Well #5 ,W,4/13/1990,400,10,5,2,300,735,No,No,Submersible,Public Supply,TCEQ Source ID: G1050058E. Owner's well #5. Estimated yield 15 GPM in 1990. Cemented from 0 to 200 feet.
5849932,30.145,-97.88,Hays,218EDRDA,Southwest Territory  Well #5 ,W,4/13/1990,400,11,5,300,400,735,No,No,Submersible,Public Supply,TCEQ Source ID: G1050058E. Owner's well #5. Estimated yield 15 GPM in 1990. Cemented from 0 to 200 feet.
5849933,30.145,-97.88,Hays,218EDRDA,Southwest Territory  Well #6 ,W,4/17/1990,400,10,5,2,300,735,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050058F. Owner's well #6. Estimated yield 15 GPM in 1990. Cemented from 0 to 200 feet.
5849933,30.145,-97.88,Hays,218EDRDA,Southwest Territory  Well #6 ,W,4/17/1990,400,11,5,300,400,735,Yes,No,Submersible,Public Supply,TCEQ Source ID: G1050058F. Owner's well #6. Estimated yield 15 GPM in 1990. Cemented from 0 to 200 feet.
5849935,30.145,-97.887222,Hays,218EDRDA,Bob Manning ,W,12/18/1992,460,10,5,0,360,750,Yes,Yes,Submersible,Domestic,Yield 20 GPM.  MP= +1.90 feet
5849935,30.145,-97.887222,Hays,218EDRDA,Bob Manning ,W,12/18/1992,460,11,5,360,460,750,Yes,Yes,Submersible,Domestic,Yield 20 GPM.  MP= +1.90 feet
5849936,30.1581778,-97.9149306,Hays,218EDRDA,Spillar Ranch Spring,S,,,,,,,857,No,Yes,,,Spillar Ranch Spring is located on City of Austin Water Quality Protection Lands.
5849938,30.1255556,-97.9036111,Hays,218EDRDA,Barton Springs Edwards Aquifer Conservation District,O,10/2/2003,180,10,8,-2,10,783,Yes,Yes,None,Monitor,Well Report Tracking Number: 27461. GCD Well Number: Borheim Edwards. 
5849939,30.147222,-97.896945,Hays,218EDRDA,City of Austin Prop 2 Lands,W,,82,10,5,0,,832,Yes,Yes,None,Unused,MP= +1.80 feet
5849941,30.133334,-97.884445,Hays,,William Baker ,W,2/15/2013,350,10,5,3,280,767,Yes,Yes,Submersible,Domestic,Well Report Tracking Number: 315555. 
5849941,30.133334,-97.884445,Hays,,William Baker ,W,2/15/2013,350,11,5,280,340,767,Yes,Yes,Submersible,Domestic,Well Report Tracking Number: 315555. 
5849944,30.1380556,-97.8825,Hays,,Melissa Rector,W,4/19/2017,400,10,4.5,2,300,793,No,No,,Domestic,Well Report Tracking Number: 452228. 
5849944,30.1380556,-97.8825,Hays,,Melissa Rector,W,4/19/2017,400,11,4.5,300,320,793,No,No,,Domestic,Well Report Tracking Number: 452228. 
5849944,30.1380556,-97.8825,Hays,,Melissa Rector,W,4/19/2017,400,10,4.5,320,340,793,No,No,,Domestic,Well Report Tracking Number: 452228. 
5849944,30.1380556,-97.8825,Hays,,Melissa Rector,W,4/19/2017,400,11,4.5,340,360,793,No,No,,Domestic,Well Report Tracking Number: 452228. 
5849944,30.1380556,-97.8825,Hays,,Melissa Rector,W,4/19/2017,400,10,4.5,360,380,793,No,No,,Domestic,Well Report Tracking Number: 452228. 
5849944,30.1380556,-97.8825,Hays,,Melissa Rector,W,4/19/2017,400,11,4.5,380,400,793,No,No,,Domestic,Well Report Tracking Number: 452228. 
5849945,30.1302778,-97.8813889,Hays,,"iON Constructors, LLC",W,9/28/2017,400,10,5,2,160,757,No,No,,Domestic,Well Report Tracking Number: 463919. Owner Well Number: 2. Other Well Number: Jumping Jack Dog Ranch. 
5849946,30.1342694,-97.9008,Hays,218EDRDA,Darrell Patterson,W,3/22/2018,400,10,4.5,-2,338,796,Yes,Yes,Submersible,Domestic,Well Report Tracking Number: 475946. 
5849946,30.1342694,-97.9008,Hays,218EDRDA,Darrell Patterson,W,3/22/2018,400,11,4.5,338,358,796,Yes,Yes,Submersible,Domestic,Well Report Tracking Number: 475946. 
5849949,30.15505,-97.8940167,Hays,,Geoff Weisbart,W,6/10/2021,460,10,4.5,-2,138,807,No,No,Submersible,Domestic,Well Report Tracking Number: 583349. Owner Well Number: 2. 
5849949,30.15505,-97.8940167,Hays,,Geoff Weisbart,W,6/10/2021,460,11,4.5,138,158,807,No,No,Submersible,Domestic,Well Report Tracking Number: 583349. Owner Well Number: 2. 
5857201,30.1031944,-97.93725,Hays,218EBFZA,City of Austin Little Bear Ranch,W,0/0/1945,320,10,6,,,927,Yes,Yes,Submersible,Fire,Water pumped into storage tank for use for fire protection.
5857202,30.111112,-97.953056,Hays,218EBFZA,Mr. Greenhaw,W,,200,,,,,905,Yes,Yes,Submersible,Stock,
5857203,30.105834,-97.923055,Hays,218EDRDA,Jack Dahlstrom,W,5/3/1970,225,,,,,835,Yes,No,Piston,Stock,
5857204,30.083889,-97.918611,Hays,218EDRDA,Cecil Ruby,W,12/0/1950,245,,,,,800,Yes,No,Submersible,Stock,
5857205,30.110834,-97.918611,Hays,218EDRDA,Donald West ,W,3/1/1983,360,10,5,0,300,829,No,No,Submersible,Unused,
5857205,30.110834,-97.918611,Hays,218EDRDA,Donald West ,W,3/1/1983,360,11,5,300,360,829,No,No,Submersible,Unused,
5857206,30.123611,-97.921667,Hays,218EDRDA,Donald L. West,W,2/28/1983,400,10,5,0,340,940,Yes,Yes,Submersible,Domestic,
5857206,30.123611,-97.921667,Hays,218EDRDA,Donald L. West,W,2/28/1983,400,11,5,340,400,940,Yes,Yes,Submersible,Domestic,
5857208,30.109723,-97.928055,Hays,218EDRDA,Donald L. West,W,2/28/1983,375,10,5,0,315,880,No,Yes,Submersible,Unused,
5857208,30.109723,-97.928055,Hays,218EDRDA,Donald L. West,W,2/28/1983,375,11,5,315,375,880,No,Yes,Submersible,Unused,
5857210,30.086667,-97.918333,Hays,218EBFZA,Ruby Ranch,W,4/25/1995,300,10,5,0,120,800,Yes,No,Submersible,Public Supply,Measured yield 40 GPM with 110 feet drawdown after pumping .75 hour in 1995. Specific capacity 0.37.
5857210,30.086667,-97.918333,Hays,218EBFZA,Ruby Ranch,W,4/25/1995,300,11,5,120,200,800,Yes,No,Submersible,Public Supply,Measured yield 40 GPM with 110 feet drawdown after pumping .75 hour in 1995. Specific capacity 0.37.
5857210,30.086667,-97.918333,Hays,218EBFZA,Ruby Ranch,W,4/25/1995,300,10,5,200,220,800,Yes,No,Submersible,Public Supply,Measured yield 40 GPM with 110 feet drawdown after pumping .75 hour in 1995. Specific capacity 0.37.
5857210,30.086667,-97.918333,Hays,218EBFZA,Ruby Ranch,W,4/25/1995,300,11,5,220,240,800,Yes,No,Submersible,Public Supply,Measured yield 40 GPM with 110 feet drawdown after pumping .75 hour in 1995. Specific capacity 0.37.
5857210,30.086667,-97.918333,Hays,218EBFZA,Ruby Ranch,W,4/25/1995,300,10,5,240,260,800,Yes,No,Submersible,Public Supply,Measured yield 40 GPM with 110 feet drawdown after pumping .75 hour in 1995. Specific capacity 0.37.
5857210,30.086667,-97.918333,Hays,218EBFZA,Ruby Ranch,W,4/25/1995,300,11,5,260,280,800,Yes,No,Submersible,Public Supply,Measured yield 40 GPM with 110 feet drawdown after pumping .75 hour in 1995. Specific capacity 0.37.
5857210,30.086667,-97.918333,Hays,218EBFZA,Ruby Ranch,W,4/25/1995,300,10,5,280,300,800,Yes,No,Submersible,Public Supply,Measured yield 40 GPM with 110 feet drawdown after pumping .75 hour in 1995. Specific capacity 0.37.
5857212,30.090834,-97.916944,Hays,218EDGRU,Ken/Paige Str,W,6/7/1998,400,,,,,806,No,No,,Domestic,
5857213,30.0908,-97.9183,Hays,,Nancy Acosta,,9/22/2019,395,10,4.5,-3,295,832,No,No,Submersible,Domestic,Well Report Tracking Number: 524998. 
5857213,30.0908,-97.9183,Hays,,Nancy Acosta,,9/22/2019,395,11,4.5,295,395,832,No,No,Submersible,Domestic,Well Report Tracking Number: 524998. 
5857301,30.09375,-97.8920556,Hays,218EBFZA,Phillip & Laura Ashley,W,11/0/1937,312,10,6,0,83,885,Yes,Yes,Submersible,Stock,
5857301,30.09375,-97.8920556,Hays,218EBFZA,Phillip & Laura Ashley,W,11/0/1937,312,101,,83,312,885,Yes,Yes,Submersible,Stock,
5857302,30.096111,-97.876667,Hays,218EBFZA,J D Beffort ,W,8/6/1979,285,10,5,0,150,765,Yes,Yes,Submersible,Domestic,
5857302,30.096111,-97.876667,Hays,218EBFZA,J D Beffort ,W,8/6/1979,285,101,6,150,280,765,Yes,Yes,Submersible,Domestic,
5857303,30.113056,-97.8925,Hays,218EBFZA,W. D. Turner,W,5/10/1973,315,10,7,0,265,870,Yes,Yes,Submersible,Domestic,Cemented to 50 feet. Specific capacity 0.4.
5857303,30.113056,-97.8925,Hays,218EBFZA,W. D. Turner,W,5/10/1973,315,11,7,265,284,870,Yes,Yes,Submersible,Domestic,Cemented to 50 feet. Specific capacity 0.4.
5857304,30.115556,-97.882222,Hays,218EBFZA,Hodge Phillips,W,0/0/1978,380,,,,,780,No,Yes,,Domestic,
5857305,30.099722,-97.893334,Hays,218EBFZA,Jack Dahlstrom,W,5/20/1973,415,,,,,809,Yes,No,None,Unused,
5857306,30.115278,-97.893334,Hays,218EBFZA,Zach Dean ,W,11/0/1979,372,,,,,865,Yes,No,None,Unused,
5857307,30.100556,-97.882222,Hays,218EDRDA,Dahlstrom Middle School,W,1/15/1985,470,10,7,0,470,802,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050012D. PROBABLY SLOTTED OR PERFORATED BELO W 85 FEET
5857308,30.110001,-97.878611,Hays,218EDRDA,Huntington Estates,W,4/15/1985,405,10,6,0,255,811,Yes,Yes,Submersible,Public Supply,Site 43 in BSEACD Report 2010-0701. Reported yield 104 GPM with 60 feet drawdown after 22.5 hours in 1996. Specific capacity 1.73 GPM/ft. Aquifer test data and results in TWDB files.
5857308,30.110001,-97.878611,Hays,218EDRDA,Huntington Estates,W,4/15/1985,405,101,8,255,405,811,Yes,Yes,Submersible,Public Supply,Site 43 in BSEACD Report 2010-0701. Reported yield 104 GPM with 60 feet drawdown after 22.5 hours in 1996. Specific capacity 1.73 GPM/ft. Aquifer test data and results in TWDB files.
5857309,30.113889,-97.884445,Hays,218EDRDA,Larry Ham ,W,5/10/1988,360,10,5,0,220,809,Yes,No,Submersible,Domestic,
5857309,30.113889,-97.884445,Hays,218EDRDA,Larry Ham ,W,5/10/1988,360,11,5,220,337,809,Yes,No,Submersible,Domestic,
5857310,30.114723,-97.882222,Hays,218EDRDA,Joe Rocha ,W,11/28/1988,400,10,5,0,300,793,No,No,Submersible,Domestic,
5857310,30.114723,-97.882222,Hays,218EDRDA,Joe Rocha ,W,11/28/1988,400,11,5,300,400,793,No,No,Submersible,Domestic,
5857311,30.113056,-97.8925,Hays,218EBFZA,Charlie Wolff ,W,0/0/1990,,,,,,870,Yes,Yes,Submersible,Domestic,Historical observation well.
5857312,30.105834,-97.904167,Hays,218EBFZA,Oak Forest Edwards #2,W,,,10,,,,868,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050128A. Elevation from Goggle Earth. 155 gpm no drawdown data.
5857312,30.105834,-97.904167,Hays,218EBFZA,Oak Forest Edwards #2,W,,,10,,,,868,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050128A. Elevation from Goggle Earth. 155 gpm no drawdown data.
5857313,30.1133333,-97.8833333,Hays,218EBFZA,David Clinton,W,,,,,,,805,Yes,No,,,Owner Well Number: 1. 
5857314,30.115834,-97.895,Hays,218EBFZA,Elliot Ranch Well #1,W,10/26/1999,403,10,10,0,244,892,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050132A. Site 45 in BSEACD Report 2010-0701. Originally drilled to 655 and plug- ged back to 403 feet. Geophysical log to 355 feet. Reported yield 194 GPM with 10.3 feet drawdown after 24 hours in 1999. Specific capacity 18.7 GPM/ft. Aquifer test data and results in TWDB files.
5857314,30.115834,-97.895,Hays,218EBFZA,Elliot Ranch Well #1,W,10/26/1999,403,10,8,0,250,892,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G1050132A. Site 45 in BSEACD Report 2010-0701. Originally drilled to 655 and plug- ged back to 403 feet. Geophysical log to 355 feet. Reported yield 194 GPM with 10.3 feet drawdown after 24 hours in 1999. Specific capacity 18.7 GPM/ft. Aquifer test data and results in TWDB files.
