Disclaimer
"""GWDB DISCLAIMER:  Except where noted, all of the information provided in the Texas Water Development Board (TWDB) Groundwater Database (https://www.twdb.texas.gov/groundwater/data/gwdbrpt.asp) is believed to be accurate and reliable; however, the TWDB assumes no responsibility for any errors appearing in rules or otherwise. Further, TWDB assumes no responsibility for the use of the information provided. PLEASE NOTE that users of these data are responsible for checking the accuracy, completeness, currency and/or suitability of all information themselves. TWDB makes no guarantees or warranties as to the accuracy, completeness, currency, or suitability of the information provided via the Groundwater Database (GWDB). TWDB specifically disclaims any and all liability for any claims or damages that may result from providing GWDB data or the information it contains. For additional information or answers to questions concerning the TWDB GWDB, contact the Groundwater Data Team at GroundwaterData@twdb.texas.gov."""

StateWellNumber,LatitudeDD,LongitudeDD,County,AquiferCode,Owner,WellTypeCode,DrillingEndDate,WellDepth,CasingId,Diameter,TopDepth,BottomDepth,LandSurfaceElevation,WaterLevelsAvailable,WaterQualityAvailable,Pump,WellUse,Remarks
5834417,30.4475,-97.868611,Travis,218EDRDA,The Crossings  Well #1 ,W,2/21/2003,705,101,6,630,705,974,Yes,Yes,Submersible,Public Supply,Owner Well Number: 1. TCEQ Source ID: G2270356A. Owners well #1. PWS ID #2270356A. Reported yield 43 GPM with 170 feet drawdown after pumping 36 hours in 2003. Specific capacity 0.25 GPM/ft. Pumping level 485 feet. Pump set at 609 feet. Cemented from 0 to 630 feet. Test hole completed 5/21/01. Test hole finished as water well 4/1/03.
5834501,30.457778,-97.833055,Travis,218EDRDA,Roy Renick Dripping Vat Springs,S,,,,,,,958,No,Yes,None,Stock,"USGS Site Number: 302729097500001. Dripping Vat Springs.  Reported flow 3 gal/min on Nov.1,1940, and measured flow 3 gal/min on Oct 3, 1972.  Well D-1 in TBWE B-5708. County report."
5834513,30.4377778,-97.8236111,Travis,218EDRDA,USGS,O,9/1/2005,74,10,,0,54,940,Yes,No,,Unused,USGS Site Number: 302616097492501. 
5834513,30.4377778,-97.8236111,Travis,218EDRDA,USGS,O,9/1/2005,74,11,,54,74,940,Yes,No,,Unused,USGS Site Number: 302616097492501. 
5834601,30.430833,-97.765001,Travis,218EDRDA,J.R. McElroy,W,0/0/1935,85,10,6,0,30,950,Yes,Yes,None,Plugged or Destroyed,Historical observation well. Well destroyed.
5834601,30.430833,-97.765001,Travis,218EDRDA,J.R. McElroy,W,0/0/1935,85,101,,30,85,950,Yes,Yes,None,Plugged or Destroyed,Historical observation well. Well destroyed.
5834609,30.423055,-97.784167,Travis,218EDRDA,Schelhardt,S,,,,,,,893,No,Yes,None,Unused,USGS Site Number: 302524097470401. Formerly supplied 2 families and Oak Grove School.  No flow on Oct.3 1972.  Well D-8 in TBWE B-5808.
5834613,30.433055,-97.778889,Travis,218EDRDA,Dr. Mitchell Wong ,W,0/0/1945,175,,,,,920,Yes,Yes,None,Unused,
5834614,30.431111,-97.786111,Travis,218EDRDA,Oliver Howland,W,0/0/1900,100,,,,,860,Yes,No,Piston,Unused,
5834615,30.431111,-97.786111,Travis,218EDRDA,Oliver Howland,W,0/0/1950,150,,,,,865,No,Yes,Jet,Industrial,
5834617,30.431111,-97.782222,Travis,218EDRDA,City of Austin Tanglewood Spring ,S,,,,,,,916,No,Yes,None,Stock,USGS Site Number: 302551097465501. Tanglewood spring.
5834618,30.432222,-97.7675,Travis,218EDRDA,S R Amescua ,W,,84,,,,,950,Yes,Yes,Submersible,Plugged or Destroyed,USGS Site Number: 302549097455501. Well destroyed.
5834622,30.4180556,-97.7691667,Travis,218EDRDA,USGS,O,9/7/2005,100,10,,0,40,946,Yes,No,,Unused,USGS Site Number: 302505097460901. 
5834622,30.4180556,-97.7691667,Travis,218EDRDA,USGS,O,9/7/2005,100,11,,40,100,946,Yes,No,,Unused,USGS Site Number: 302505097460901. 
5834804,30.415556,-97.815001,Travis,218EDRDA,Jim Gleasman,S,,,,,,,783,No,Yes,,Domestic,USGS Site Number: 302456097485401. 
5834902,30.399167,-97.750834,Travis,218EDRDA,S.D. Williams ,W,,53,,,,,902,Yes,Yes,None,Unused,
5835201,30.459445,-97.696389,Travis,218EDRDA,H.O. Williams ,W,0/0/1939,270,10,6,0,90,904,Yes,Yes,,Unused,USGS Site Number: 302734097414601. 
5835206,30.471389,-97.674444,Travis,218EDRDA,Joe Bailey,W,0/0/1945,700,,,,,820,Yes,Yes,None,Unused,
5835207,30.461389,-97.689722,Travis,218EDRDA,N.J. Stramler ,W,0/0/1910,330,,,,,905,Yes,Yes,Submersible,Domestic,Well D-43 in 1957 Travis County report.
5835208,30.468889,-97.669444,Travis,218EDRDA,A.F. McDonald ,W,0/0/1920,300,,,,,820,No,Yes,Piston,Domestic,Well D-47 in 1957 Travis County report.
5835210,30.467778,-97.6725,Travis,218EDRDA,Vernon Turner ,W,0/0/1894,362,,,,,860,Yes,Yes,Submersible,Domestic,
5835211,30.479444,-97.672778,Travis,218EDRDA,J.A. Pearson,W,0/0/1904,317,,,,,838,Yes,Yes,Piston,Domestic,Well D-44 in 1957 Travis County report.
5835212,30.478055,-97.6725,Travis,218EDRDA,Stuckey Candy Co. ,W,0/0/1962,320,,,,,825,Yes,Yes,Submersible,Domestic,Reported yield 10 gal/min.
5835216,30.478055,-97.6725,Travis,218EBFZA,Stuckey's Inc.,W,2/14/1979,385,,,,,839,No,Yes,Submersible,Public Supply,
5835217,30.4775,-97.6725,Travis,218EBFZA,Ventana Mirror & Glass,W,2/14/1979,365,,,,,820,No,Yes,Submersible,Industrial,
5835219,30.459167,-97.668333,Travis,218EDRDA,Vara Development Vista Park #1 ,W,0/0/1985,379,10,6,0,265,840,Yes,No,Submersible,Public Supply,Reported yield 270 GPM with 7.5 feet drawdown after pumping 24 hours in 1985. Specific capacity 36 GPM/ft.
5835219,30.459167,-97.668333,Travis,218EDRDA,Vara Development Vista Park #1 ,W,0/0/1985,379,101,20,265,379,840,Yes,No,Submersible,Public Supply,Reported yield 270 GPM with 7.5 feet drawdown after pumping 24 hours in 1985. Specific capacity 36 GPM/ft.
5835220,30.461112,-97.677222,Travis,218EBFZA,"Buell Mill, Inc.",W,5/1/1983,740,10,9,0,12,863,Yes,Yes,Submersible,Public Supply,"Reported yield, 30-40 gpm."
5835221,30.476111,-97.673611,Travis,218EDRDA,Sam Botonis  Manhattans Restaurant ,W,5/5/1982,400,10,6,0,340,815,Yes,No,Submersible,Public Supply,
5835221,30.476111,-97.673611,Travis,218EDRDA,Sam Botonis  Manhattans Restaurant ,W,5/5/1982,400,11,6,340,400,815,Yes,No,Submersible,Public Supply,
5835222,30.467222,-97.674167,Travis,218EBFZA,Capitol Aggregates,W,4/28/1983,460,10,8,0,260,829,Yes,No,Submersible,Industrial,Casing cemented from 260 feet to surface.
5835222,30.467222,-97.674167,Travis,218EBFZA,Capitol Aggregates,W,4/28/1983,460,101,,260,460,829,Yes,No,Submersible,Industrial,Casing cemented from 260 feet to surface.
5835223,30.474722,-97.684167,Travis,218EDRDA,Northridge Acres Association ,W,,,10,10,,,858,No,No,,Public Supply,TCEQ Source ID: G2270211A. 
5835301,30.470555,-97.663334,Travis,218EDRDA,Annie Jacobson Estate ,W,0/0/1903,352,,,,,810,No,Yes,Piston,Domestic,Well F-1 in 1957 Travis County report.
5835302,30.472778,-97.641667,Travis,218EDRDA,Carl Wieland,W,0/0/1933,535,,,,,820,No,No,None,Plugged or Destroyed,Well F-2 in 1957 Travis County report.  Oil test. Destroyed.
5835303,30.471944,-97.641111,Travis,218EDRDA,Carl Wieland,W,,552,,,,,820,No,Yes,Piston,Unused,Well F-3 in 1957 Travis County report.
5835304,30.477778,-97.662223,Travis,218EDRDA,Paul Jones,W,0/0/1973,360,,,,,813,No,Yes,Submersible,Domestic,
5835308,30.470833,-97.666389,Travis,218EDRDA,Manville WSC Well #1,W,6/0/1976,400,10,12,0,245,822,Yes,Yes,Turbine,Public Supply,Owner Well Number: 1. TCEQ Source ID: G2270033A. Reported yield 250 GPM with 40 feet drawdown after pumping  36 hours in July 1976. Specific capacity 8.75 GPM/ft.
5835308,30.470833,-97.666389,Travis,218EDRDA,Manville WSC Well #1,W,6/0/1976,400,101,,245,400,822,Yes,Yes,Turbine,Public Supply,Owner Well Number: 1. TCEQ Source ID: G2270033A. Reported yield 250 GPM with 40 feet drawdown after pumping  36 hours in July 1976. Specific capacity 8.75 GPM/ft.
5835309,30.464167,-97.662501,Travis,218EDRDA,Edward Burklund ,W,0/0/1970,515,,,,,810,Yes,No,Submersible,Domestic,
5835311,30.481111,-97.633611,Travis,218EDRDA,Manville WSC Schultz Lane,W,4/0/1985,620,10,16,0,485,804,Yes,No,Submersible,Public Supply,Owner Well Number: Manville WSC well #12. TCEQ Source ID: G2270033Q. Reported yield 300 GPM with 20 feet drawdown after pumping 36 hours in 1985. Specific capacity 15 GPM/ft. Well originally drilled for John Lloyd.
5835311,30.481111,-97.633611,Travis,218EDRDA,Manville WSC Schultz Lane,W,4/0/1985,620,101,20,485,490,804,Yes,No,Submersible,Public Supply,Owner Well Number: Manville WSC well #12. TCEQ Source ID: G2270033Q. Reported yield 300 GPM with 20 feet drawdown after pumping 36 hours in 1985. Specific capacity 15 GPM/ft. Well originally drilled for John Lloyd.
5835311,30.481111,-97.633611,Travis,218EDRDA,Manville WSC Schultz Lane,W,4/0/1985,620,101,10,490,620,804,Yes,No,Submersible,Public Supply,Owner Well Number: Manville WSC well #12. TCEQ Source ID: G2270033Q. Reported yield 300 GPM with 20 feet drawdown after pumping 36 hours in 1985. Specific capacity 15 GPM/ft. Well originally drilled for John Lloyd.
5835312,30.459445,-97.665834,Travis,218EDRDA,J.W.L. Investments,T,5/29/1985,450,101,10,0,450,839,No,No,,,Royston Park. Depth measured as 443.
5835313,30.471667,-97.643056,Travis,218EDRDA,John Loyd ,T,10/0/1985,611,10,6,0,412,800,No,No,,,Well destroyed.
5835313,30.471667,-97.643056,Travis,218EDRDA,John Loyd ,T,10/0/1985,611,101,6,412,611,800,No,No,,,Well destroyed.
5835314,30.473611,-97.6425,Travis,218EDRDA,Orion Homes of Texas,W,3/3/1986,620,10,6,0,380,815,Yes,Yes,,Public Supply,
5835314,30.473611,-97.6425,Travis,218EDRDA,Orion Homes of Texas,W,3/3/1986,620,101,,380,620,815,Yes,Yes,,Public Supply,
5835315,30.463334,-97.625833,Travis,218EDRDA,Harris Joint Venture,T,0/0/1986,579,10,4,0,470,765,Yes,No,,Public Supply,Windermere North.
5835316,30.462778,-97.625555,Travis,218EDRDA,Landmark Subdivision,W,4/0/1986,633,10,13,0,394,762,Yes,No,,,Reported yield 760 GPM with 266 feet drawdown after pumping 36 hours in 1986. Specific capacity 2.85 GPM/ft.
5835316,30.462778,-97.625555,Travis,218EDRDA,Landmark Subdivision,W,4/0/1986,633,101,,394,633,762,Yes,No,,,Reported yield 760 GPM with 266 feet drawdown after pumping 36 hours in 1986. Specific capacity 2.85 GPM/ft.
5835318,30.469722,-97.666667,Travis,218EBFZA,Pioneer Concrete Co.,W,8/20/1984,550,10,6,0,400,830,Yes,No,Submersible,Industrial,"Casing cemented from 200 feet to surface.  Estimated yield, 75 gpm."
5835318,30.469722,-97.666667,Travis,218EBFZA,Pioneer Concrete Co.,W,8/20/1984,550,11,6,400,550,830,Yes,No,Submersible,Industrial,"Casing cemented from 200 feet to surface.  Estimated yield, 75 gpm."
5835319,30.461389,-97.652223,Travis,218EBFZA,Word of Life Christian Center,W,11/8/1985,490,10,5,0,330,760,Yes,No,Submersible,Irrigation,
5835319,30.461389,-97.652223,Travis,218EBFZA,Word of Life Christian Center,W,11/8/1985,490,101,,330,490,760,Yes,No,Submersible,Irrigation,
5835320,30.461667,-97.654445,Travis,218EBFZA,Turkey Creek Farms,W,1/10/1985,462,10,6,0,400,770,Yes,No,Submersible,Irrigation,
5835320,30.461667,-97.654445,Travis,218EBFZA,Turkey Creek Farms,W,1/10/1985,462,101,,400,462,770,Yes,No,Submersible,Irrigation,
5835321,30.461945,-97.654167,Travis,218EBFZA,Turkey Creek Farms,W,6/0/1986,,10,4,,,770,No,No,Submersible,Domestic,
5835322,30.464167,-97.664723,Travis,218EBFZA,Manville WSC Well #4 Tacon,W,9/29/1982,510,10,8,0,280,801,Yes,No,,Plugged or Destroyed,Owner Well Number: #4 Tacon. TCEQ Source ID: G2270033E. Reported yield 300 GPM in 1994. Well deepened to 510 feet in 1994. Cemented from 0 to 280 feet. Well reported to be plugged.
5835322,30.464167,-97.664723,Travis,218EBFZA,Manville WSC Well #4 Tacon,W,9/29/1982,510,10,8,280,435,801,Yes,No,,Plugged or Destroyed,Owner Well Number: #4 Tacon. TCEQ Source ID: G2270033E. Reported yield 300 GPM in 1994. Well deepened to 510 feet in 1994. Cemented from 0 to 280 feet. Well reported to be plugged.
5835323,30.459167,-97.649722,Travis,218EBFZA,Windermere Utilities,W,4/3/1985,520,10,10,0,360,760,Yes,No,Submersible,Public Supply,Casing cemented from 360 feet to surface.
5835324,30.458889,-97.659445,Travis,218EBFZA,Manville WSC Well #4B (Tacon),W,5/15/1988,510,10,11,0,358,793,Yes,No,Submersible,Public Supply,Owner Well Number: #4B Tacon. TCEQ Source ID: G2270033G. 
5835325,30.471944,-97.635,Travis,218EBFZA,Manville WSC Spring Brook,W,11/22/1999,680,10,13,0,463,826,No,Yes,Submersible,Public Supply,Owner Well Number: Spring Brook Well. TCEQ Source ID: G2270033U. 
5835325,30.471944,-97.635,Travis,218EBFZA,Manville WSC Spring Brook,W,11/22/1999,680,101,12,463,680,826,No,Yes,Submersible,Public Supply,Owner Well Number: Spring Brook Well. TCEQ Source ID: G2270033U. 
5835326,30.463889,-97.664723,Travis,218EBFZA,Manville WSC New Well #4 ,W,5/3/2003,590,,,,,805,No,No,Submersible,Public Supply,Well Report Tracking Number: 94548. Owner Well Number: New well #4. TCEQ Source ID: G2270033X. Cemented from 0 to 287 ft.
5835401,30.445278,-97.712223,Travis,218EDRDA,Austin White Lime Co. ,W,,93,,,,,811,Yes,No,None,Unused,Well D-183 in 1957 Travis County report.
5835402,30.454723,-97.721389,Travis,218EDRDA,Austin White Lime Co. ,W,,85,,,,,840,No,Yes,Piston,Unused,Abandoned.  Well D-35 in 1957 Tavis County report.
5835403,30.455556,-97.721389,Travis,218EDRDA,Austin White Lime Co. ,W,,95,,,,,840,Yes,Yes,Piston,Domestic,Reported yield 75 gal/min. Well D-36 in 1957 Travis County report.
5835405,30.455001,-97.722222,Travis,218EDRDA,Austin White Lime Co. ,W,0/0/1959,100,,,,,845,Yes,No,Unknown,Plugged or Destroyed,Destroyed.
5835409,30.452223,-97.721944,Travis,218EDRDA,Austin White Lime Co. ,W,0/0/1963,200,,,,,835,Yes,No,Turbine,Unused,Abandoned.  Reported yield 5 gal/ min.
5835411,30.455556,-97.717778,Travis,218EDRDA,Austin White Lime ,W,0/0/1956,990,,,,,830,Yes,No,Piston,Unused,Abandoned. Reported yield 27 gal/ min.
5835413,30.419167,-97.746111,Travis,218EDRDA,W.F. Morrow ,W,0/0/1929,336,,,,,855,Yes,Yes,Submersible,Unused,Pump inoperative.
5835415,30.447222,-97.7175,Travis,218EDRDA,Austin White Lime Co. ,W,,112,10,6,0,12,830,Yes,Yes,Submersible,Stock,USGS Site Number: 302652097430501. 
5835415,30.447222,-97.7175,Travis,218EDRDA,Austin White Lime Co. ,W,,112,101,,12,112,830,Yes,Yes,Submersible,Stock,USGS Site Number: 302652097430501. 
5835417,30.436667,-97.710278,Travis,218EDRDA,Austin White Lime Co. ,W,,94,,,,,775,No,No,Piston,Unused,Abandoned.  Well D-32 in 1957 Travis County report.
5835418,30.435834,-97.709445,Travis,218EDRDA,Parker,W,0/0/1966,88,,,,,770,Yes,Yes,Submersible,Domestic,"Reported yield, 15 gal/min."
5835419,30.419167,-97.738334,Travis,218EDRDA,Daniel Gibson ,S,,,,,,,817,No,Yes,None,Unused,USGS Site Number: 302510097441901. Estimated discharge 10 GPM on 11/- 13/73. Caused damage to house.
5835420,30.432222,-97.710278,Travis,218EDRDA,Albert Paul ,W,0/0/1964,280,,,,,767,Yes,No,Submersible,Domestic,
5835422,30.450834,-97.720555,Travis,218EBFZA,Trammel Crow,W,2/15/1985,250,10,7,0,110,820,Yes,No,,Industrial,Casing cemented from 110 feet to surface.
5835422,30.450834,-97.720555,Travis,218EBFZA,Trammel Crow,W,2/15/1985,250,101,,110,250,820,Yes,No,,Industrial,Casing cemented from 110 feet to surface.
5835423,30.445278,-97.710834,Travis,218EBFZA,Joe Herring  Kiddie Acres,W,10/10/1987,380,10,7,0,280,809,Yes,No,Submersible,Public Supply,TCEQ Source ID: G2270302A. 
5835423,30.445278,-97.710834,Travis,218EBFZA,Joe Herring  Kiddie Acres,W,10/10/1987,380,11,7,280,365,809,Yes,No,Submersible,Public Supply,TCEQ Source ID: G2270302A. 
5835423,30.445278,-97.710834,Travis,218EBFZA,Joe Herring  Kiddie Acres,W,10/10/1987,380,10,7,365,380,809,Yes,No,Submersible,Public Supply,TCEQ Source ID: G2270302A. 
5835424,30.4269444,-97.7305556,Travis,218EDRDA,USGS,O,9/5/2005,115,10,,0,55,816,Yes,No,,Unused,USGS Site Number: 302537097435001. 
5835424,30.4269444,-97.7305556,Travis,218EDRDA,USGS,O,9/5/2005,115,11,,55,115,816,Yes,No,,Unused,USGS Site Number: 302537097435001. 
5835501,30.44,-97.693611,Travis,218EDRDA,L.Robinson,W,0/0/1889,276,,,,,831,Yes,Yes,Piston,Stock,
5835502,30.440556,-97.700834,Travis,218EDRDA,Dave Dillingham ,W,,350,,,,,772,Yes,Yes,Piston,Domestic,Well D-31 in 1957 Travis County report.
5835504,30.449722,-97.703334,Travis,218EDRDA,Dillingham Estate ,W,0/0/1939,210,,,,,845,Yes,Yes,Piston,Unused,Well D-39 in 1957 Travis County report.
5835505,30.433055,-97.699167,Travis,218EDRDA,J.B. Ray,W,,255,,,,,770,Yes,Yes,Submersible,Domestic,Well D-29 in 1957 Travis County report.
5835506,30.437778,-97.667778,Travis,218EDRDA,Capital Memorial Park ,W,,533,,,,,799,No,Yes,Submersible,Irrigation,Reported yield.  250 gal/min.
5835507,30.429444,-97.668889,Travis,218EDRDA,Joe Holloway,W,0/0/1921,525,,,,,800,Yes,Yes,Submersible,Domestic,Well D-52 in 1957 Travis County report.
5835508,30.420555,-97.674722,Travis,218EDRDA,Mrs. Karl B. Wagner ,W,0/0/1939,465,,,,,740,Yes,Yes,Submersible,Stock,
5835509,30.448889,-97.669167,Travis,218EDRDA,Pamela Subdivision,W,0/0/1960,550,,,,,853,Yes,Yes,Submersible,Public Supply,Supplies 34 homes.
5835511,30.448889,-97.699722,Travis,218EDRDA,Austin White Lime ,W,0/0/1963,200,,,,,822,Yes,Yes,Submersible,Domestic,Parmlee well.
5835512,30.423055,-97.690556,Travis,218EDRDA,Lamplight Village ,W,0/0/1974,520,,,,,776,Yes,Yes,Submersible,Public Supply,Cemented from 400 ft to surface.
5835513,30.423611,-97.691667,Travis,218EDRDA,Lamplight Village ,W,0/0/1977,540,,,,,760,No,Yes,Submersible,Public Supply,
5835514,30.454723,-97.678611,Travis,218EDRDA,C.M. Diseker,W,0/0/1976,420,,,,,875,Yes,No,Submersible,Domestic,Water level questionable.
5835515,30.418611,-97.706945,Travis,218EBFZA,Wallingsford,S,,,,,,,700,No,Yes,,Stock,Estimated discharge 20 GPM on 3/22- /73.
5835517,30.421944,-97.688056,Travis,218EBFZA,Lamplight Village ,W,6/27/1980,520,10,6,0,380,760,Yes,Yes,Submersible,Public Supply,
5835517,30.421944,-97.688056,Travis,218EBFZA,Lamplight Village ,W,6/27/1980,520,101,6,380,520,760,Yes,Yes,Submersible,Public Supply,
5835518,30.428055,-97.691945,Travis,218EBFZA,Lamplight Village ,W,,510,,,,,775,No,Yes,Submersible,Public Supply,
5835519,30.423889,-97.696945,Travis,218EBFZA,Lamplight Village ,W,,480,,,,,780,No,No,Submersible,Public Supply,
5835601,30.443056,-97.654167,Travis,218EDRDA,August Hebbe,W,0/0/1912,690,,,,,848,Yes,Yes,Piston,Domestic,Well E-19 in 1957 Travis County report.
5835604,30.419722,-97.643056,Travis,218EDRDA,C.A. Rainey ,W,0/0/1952,565,,,,,715,Yes,Yes,Jet,Unused,Well E-56 in 1957 Travis County report.
5835607,30.445834,-97.630278,Travis,218EDRDA,William Kuempel ,W,0/0/1935,609,,,,,750,Yes,Yes,None,Unused,Supplied CCC Camp; drawdown. 130 ft when pumped at 40 gal/min.
5835608,30.444445,-97.653889,Travis,218EDRDA,Manville WSC #3 Tacon,W,6/1/1978,680,,,,,854,Yes,No,Unknown,Public Supply,Owner Well Number: #3 Tacon Rd. TCEQ Source ID: G2270033C. Estimated yield 260 GPM.
5835609,30.445834,-97.649445,Travis,218EBFZA,City of Pflugerville,T,1/0/1980,500,10,4,0,388,820,Yes,Yes,None,Unused,
5835609,30.445834,-97.649445,Travis,218EBFZA,City of Pflugerville,T,1/0/1980,500,101,,388,500,820,Yes,Yes,None,Unused,
5835610,30.458334,-97.649722,Travis,218EDRDA,Melvin Ward ,W,0/0/1978,472,10,6,0,350,706,Yes,No,,Public Supply,
5835610,30.458334,-97.649722,Travis,218EDRDA,Melvin Ward ,W,0/0/1978,472,101,,350,472,706,Yes,No,,Public Supply,
5835611,30.420555,-97.665278,Travis,218EDRDA,Tim's Airpark ,W,0/0/1965,459,,,,,760,Yes,Yes,Submersible,Unused,Oily water.
5835612,30.447222,-97.635,Travis,218EDRDA,Harris Joint Venture,W,5/22/1986,660,10,13,0,496,762,Yes,No,,Public Supply,Cemented from 0 to 496 feet. Reported yield 40 GPM with 11 feet drawdown after pumping 1/2 hour in 1986. Specific capacity 3.6 GPM/ft. Windermere south.
5835612,30.447222,-97.635,Travis,218EDRDA,Harris Joint Venture,W,5/22/1986,660,101,,496,660,762,Yes,No,,Public Supply,Cemented from 0 to 496 feet. Reported yield 40 GPM with 11 feet drawdown after pumping 1/2 hour in 1986. Specific capacity 3.6 GPM/ft. Windermere south.
5835613,30.444445,-97.654167,Travis,218EBFZA,Manville WSC Well 3B (Tacon Rd),W,6/27/1985,600,10,8,0,420,854,Yes,No,Submersible,Public Supply,Owner Well Number: #3B Tacon Rd. TCEQ Source ID: G2270033D. Casing cemented from 420 feet to surface.
5835614,30.458056,-97.641667,Travis,218EBFZA,Winderemere Utilities ,W,4/11/1984,500,10,8,0,380,735,Yes,No,Submersible,Public Supply,Casing cemented from 380 feet to surface.
5835615,30.453056,-97.663334,Travis,218EBFZA,WindermereUtilities  (Doyle Hickerson) ,W,5/6/1986,580,10,8,0,403,815,Yes,No,Submersible,Public Supply,Casing cemented from 403 feet to surface.
5835616,30.438056,-97.665278,Travis,218EBFZA,Capitol Memorial Park ,W,12/11/1979,540,10,10,0,400,795,Yes,No,,Irrigation,
5835616,30.438056,-97.665278,Travis,218EBFZA,Capitol Memorial Park ,W,12/11/1979,540,101,,400,540,795,Yes,No,,Irrigation,
5835617,30.445834,-97.648611,Travis,218EBFZA,City of Pflugerville Well #4 ,W,5/17/1980,580,10,8,0,397,820,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G2270014C. Casing cemented from 393 feet to surface.
5835617,30.445834,-97.648611,Travis,218EBFZA,City of Pflugerville Well #4 ,W,5/17/1980,580,101,,397,580,820,Yes,Yes,Submersible,Public Supply,TCEQ Source ID: G2270014C. Casing cemented from 393 feet to surface.
