,WaterElevation,Temp,Precipitation,Population,Date
224,643.95,88.32258065,0.45,1722000,8/1/2009
225,650.9033333,78.41666667,6.35,1722000,9/1/2009
226,663.5016667,69.90322581,11.9,1722000,10/1/2009
227,668.9366667,60.65,2.09,1722000,11/1/2009
228,670.4066667,48.27419355,1.92,1722000,12/1/2009
229,672.6566667,49.70967742,4.45,1771000,1/1/2010
230,681.07,49.35714286,4.38,1771000,2/1/2010
231,679.755,59.33870968,2.09,1771000,3/1/2010
232,679.4316667,68.56666667,3.57,1771000,4/1/2010
233,679.845,77.4516129,4.48,1771000,5/1/2010
234,676.0033333,83.53333333,4.24,1771000,6/1/2010
235,675.0666667,84.03225806,3.68,1771000,7/1/2010
236,668.685,87.48387097,0.07,1771000,8/1/2010
237,678.96,80.06666667,9.37,1771000,9/1/2010
238,676.83,70.24193548,0.17,1771000,10/1/2010
239,674.6583333,62.05,0.26,1771000,11/1/2010
240,671.9683333,53.82258065,0.63,1771000,12/1/2010
241,673.19,50.5,2.66,1821000,1/1/2011
242,671.374,55.44642857,0.49,1821000,2/1/2011
243,665.6033333,66.83870968,0.01,1821000,3/1/2011
244,658.6433333,75.66666667,0.03,1821000,4/1/2011
245,652.8466667,78.64516129,0.84,1821000,5/1/2011
246,643.3983333,86.21666667,1.58,1821000,6/1/2011
247,643.8083333,87.85483871,0.96,1821000,7/1/2011
248,641.8116667,89.98387097,0.15,1821000,8/1/2011
249,643.5283333,82.86666667,2.93,1821000,9/1/2011
250,649.6733333,71,3.28,1821000,10/1/2011
251,648.2816667,62.88333333,1.81,1821000,11/1/2011
252,652.46,53.83870968,2.84,1821000,12/1/2011
253,653.865,56.17741935,3.99,1873000,1/1/2012
254,662.564,57.43103448,5.63,1873000,2/1/2012
255,664.2766667,66.37096774,3.24,1873000,3/1/2012
256,656.9016667,73.85,0.04,1873000,4/1/2012
257,656.015,78.09677419,9.84,1873000,5/1/2012
258,646.1533333,84.76666667,0.11,1873000,6/1/2012
259,645.835,85.35483871,3.79,1873000,7/1/2012
260,641.025,87.24193548,2.41,1873000,8/1/2012
261,644.5633333,79.58333333,7.31,1873000,9/1/2012
262,648.5783333,70.74193548,2.4,1873000,10/1/2012
263,648.5533333,63.23333333,0.27,1873000,11/1/2012
264,651.0316667,57.08064516,0.37,1873000,12/1/2012
265,654.4883333,53.90322581,2.83,1926000,1/1/2013
266,653.004,59.01785714,0.1,1926000,2/1/2013
267,648.1683333,62.72580645,0.95,1926000,3/1/2013
268,647.5733333,67.03333333,2.77,1926000,4/1/2013
269,649.5516667,74.93548387,13.19,1926000,5/1/2013
270,651.25,82.96666667,2.02,1926000,6/1/2013
271,640.83,84.80645161,0.73,1926000,7/1/2013
272,634.2733333,87.22580645,0.85,1926000,8/1/2013
273,635.03,82.16666667,3.7,1926000,9/1/2013
274,638.3983333,73.29032258,2.81,1926000,10/1/2013
275,641.3366667,59.56666667,1.5,1926000,11/1/2013
276,639.8916667,51.74193548,0.55,1926000,12/1/2013
277,643.0833333,51.25806452,0.23,1981000,1/1/2014
278,642.615,56.03571429,0.42,1981000,2/1/2014
279,642.1233333,60.09677419,1.06,1981000,3/1/2014
280,638.2233333,70.46666667,0.68,1981000,4/1/2014
281,636.7233333,74.87096774,4.97,1981000,5/1/2014
282,639.81,82.2,5.38,1981000,6/1/2014
283,635.2233333,83.87096774,3.25,1981000,7/1/2014
284,628.4066667,86.77419355,0.08,1981000,8/1/2014
285,629.14,80.5,1.77,1981000,9/1/2014
286,630.3233333,75.58064516,1.91,1981000,10/1/2014
287,637.49,57.56666667,7.21,1981000,11/1/2014
288,635.0233333,56.41935484,1.24,1981000,12/1/2014
289,640.65125,48.80645161,3.67,2038000,1/1/2015
290,644.97125,53.31034483,0.53,2038000,2/1/2015
291,646.1975,60.70967742,2.97,2038000,3/1/2015
292,648.0511111,70.87096774,7.54,2038000,4/1/2015
293,655.0433333,75.64516129,8.57,2038000,5/1/2015
294,667.5525,80.83333333,6.42,2038000,6/1/2015
295,663.1677778,84.375,0.07,2038000,7/1/2015
296,648.5475,86.09677419,0.29,2038000,8/1/2015
297,646.27,81.9,2.32,2038000,9/1/2015
298,646.53375,75.41935484,7.78,2038000,10/1/2015
299,661.7566667,63.16129032,2.58,2038000,11/1/2015
300,666.1666667,57.64516129,1.48,2038000,12/1/2015
301,667.218,51.29032258,1.38,2096000,1/1/2016
302,663.6216667,58.65517241,1.55,2096000,2/1/2016
303,665.3114286,65.5483871,3.56,2096000,3/1/2016
304,665.4675,69.56666667,6.19,2096000,4/1/2016
305,674.28625,74.40625,9.14,2096000,5/1/2016
306,680.66625,80.76666667,2.39,2096000,6/1/2016
307,667.80875,85.22580645,0.33,2096000,7/1/2016
308,668.9414286,82.5483871,4.91,2096000,8/1/2016
309,675.61375,80.63333333,6.3,2096000,9/1/2016
310,675.94,73.70967742,0.16,2096000,10/1/2016
311,679.0871429,66.13333333,1.79,2096000,11/1/2016
312,685.30875,55.58064516,6.22,2096000,12/1/2016
313,684.6942857,56.93548387,2.72,2156000,1/1/2017
314,684.8466667,63.67857143,3.61,2156000,2/1/2017
315,685.1611111,66.9375,2.09,2156000,3/1/2017
316,680.4314286,71,2.89,2156000,4/1/2017
317,672.16,75.28125,1.76,2156000,5/1/2017
318,668.759,82.09677419,0.4,2156000,6/1/2017
319,657.13125,86.19354839,0.16,2156000,7/1/2017
320,660.88875,83.48387097,5.87,2156000,8/1/2017
321,660.09,78.56666667,2.8,2156000,9/1/2017
322,663.6888889,70.21875,0.46,2156000,10/1/2017
323,662.4857143,65.83333333,0.53,2156000,11/1/2017
324,664.6742857,53.0625,4.04,2156000,12/1/2017
325,664.4471429,48.5483871,0.28,2217000,1/1/2018
326,664.7514286,57.5,1.91,2217000,2/1/2018
327,664.69,66.29032258,4.02,2217000,3/1/2018
328,664.8325,67.36666667,0.36,2217000,4/1/2018
329,659.21375,79.16129032,0.97,2217000,5/1/2018
330,646.86375,84.5483871,0.71,2217000,6/1/2018
331,648.8322222,84.90322581,4.87,2217000,7/1/2018
332,643.6125,85.06451613,0.62,2217000,8/1/2018
333,664.52,78.16666667,16.86,2217000,9/1/2018
334,679.2942857,68.87096774,6.47,2217000,10/1/2018
335,684.91,56.36666667,1.78,2217000,11/1/2018
336,685.67625,53.70967742,2.35,2217000,12/1/2018
337,686.74875,51.93548387,1.63,2269000,1/1/2019
338,685.0433333,56.85714286,0.47,2269000,2/1/2019
339,682.99,60.4516129,0.46,2269000,3/1/2019
340,680.2857143,68.32258065,3.47,2269000,4/1/2019
341,682.59375,76.125,3.3,2269000,5/1/2019
342,680.8325,80.83333333,5.51,2269000,6/1/2019
343,678.5911111,83.93939394,0.14,2269000,7/1/2019
344,667.31,87.16129032,0.31,2269000,8/1/2019
345,665.75875,84.23333333,1.45,2269000,9/1/2019
346,668.493,71.34375,4.02,2269000,10/1/2019
347,673.51625,58.1,0.74,2269000,11/1/2019
348,672.155,54.93548387,0.52,2269000,12/1/2019
349,672.0666667,57.83870968,1.87,2320000,1/1/2020
350,673.12,55.4137931,1.07,2320000,2/1/2020
351,671.6333333,68.35483871,1.52,2320000,3/1/2020
352,671.2,69.66666667,2.89,2320000,4/1/2020
353,665.05,77.77419355,5.83,2320000,5/1/2020
354,664.7166667,82.06666667,0.86,2320000,6/1/2020
355,656.5333333,86.83870968,0.16,2320000,7/1/2020
356,656.5166667,86.90322581,0.9,2320000,8/1/2020
357,662.2666667,78.06666667,3.09,2320000,9/1/2020
358,660.1,71.74193548,0.23,2320000,10/1/2020
359,659.4833333,65.6,1.47,2320000,11/1/2020
360,662.0333333,54.12903226,0.81,2320000,12/1/2020
